1101;11;simeulue
1102;11;aceh singkil
1103;11;aceh selatan
1104;11;aceh tenggara
1105;11;aceh timur
1106;11;aceh tengah
1107;11;aceh barat
1108;11;aceh besar
1109;11;pidie
1110;11;bireuen
1111;11;aceh utara
1112;11;aceh barat daya
1113;11;gayo lues
1114;11;aceh tamiang
1115;11;nagan raya
1116;11;aceh jaya
1117;11;bener meriah
1118;11;pidie jaya
1171;11;banda aceh
1172;11;sabang
1173;11;langsa
1174;11;lhokseumawe
1175;11;subulussalam
1201;12;nias
1202;12;mandailing natal
1203;12;tapanuli selatan
1204;12;tapanuli tengah
1205;12;tapanuli utara
1206;12;toba samosir
1207;12;labuhan batu
1208;12;asahan
1209;12;simalungun
1210;12;dairi
1211;12;karo
1212;12;deli serdang
1213;12;langkat
1214;12;nias selatan
1215;12;humbang hasundutan
1216;12;pakpak bharat
1217;12;samosir
1218;12;serdang bedagai
1219;12;batu bara
1220;12;padang lawas utara
1221;12;padang lawas
1222;12;labuhan batu selatan
1223;12;labuhan batu utara
1224;12;nias utara
1225;12;nias barat
1271;12;sibolga
1272;12;tanjung balai
1273;12;pematang siantar
1274;12;tebing tinggi
1275;12;medan
1276;12;binjai
1277;12;padangsidimpuan
1278;12;gunungsitoli
1301;13;kepulauan mentawai
1302;13;pesisir selatan
1303;13;solok
1304;13;sijunjung
1305;13;tanah datar
1306;13;padang pariaman
1307;13;agam
1308;13;lima puluh
1309;13;pasaman
1310;13;solok selatan
1311;13;dharmasraya
1312;13;pasaman barat
1371;13;padang
1372;13;solok
1373;13;sawah lunto
1374;13;padang panjang
1375;13;bukittinggi
1376;13;payakumbuh
1377;13;pariaman
1401;14;kuantan singingi
1402;14;indragiri hulu
1403;14;indragiri hilir
1404;14;pelalawan
1405;14;siak
1406;14;kampar
1407;14;rokan hulu
1408;14;bengkalis
1409;14;rokan hilir
1410;14;kepulauan meranti
1471;14;pekanbaru
1473;14;dumai
1501;15;kerinci
1502;15;merangin
1503;15;sarolangun
1504;15;batang hari
1505;15;muaro jambi
1506;15;tanjung jabung timur
1507;15;tanjung jabung barat
1508;15;tebo
1509;15;bungo
1571;15;jambi
1572;15;sungai penuh
1601;16;ogan komering ulu
1602;16;ogan komering ilir
1603;16;muara enim
1604;16;lahat
1605;16;musi rawas
1606;16;musi banyuasin
1607;16;banyu asin
1608;16;ogan komering ulu selatan
1609;16;ogan komering ulu timur
1610;16;ogan ilir
1611;16;empat lawang
1612;16;penukal abab lematang ilir
1613;16;musi rawas utara
1671;16;palembang
1672;16;prabumulih
1673;16;pagar alam
1674;16;lubuklinggau
1701;17;bengkulu selatan
1702;17;rejang lebong
1703;17;bengkulu utara
1704;17;kaur
1705;17;seluma
1706;17;mukomuko
1707;17;lebong
1708;17;kepahiang
1709;17;bengkulu tengah
1771;17;bengkulu
1801;18;lampung barat
1802;18;tanggamus
1803;18;lampung selatan
1804;18;lampung timur
1805;18;lampung tengah
1806;18;lampung utara
1807;18;way kanan
1808;18;tulangbawang
1809;18;pesawaran
1810;18;pringsewu
1811;18;mesuji
1812;18;tulang bawang barat
1813;18;pesisir barat
1871;18;bandar lampung
1872;18;metro
1901;19;bangka
1902;19;belitung
1903;19;bangka barat
1904;19;bangka tengah
1905;19;bangka selatan
1906;19;belitung timur
1971;19;pangkal pinang
2101;21;karimun
2102;21;bintan
2103;21;natuna
2104;21;lingga
2105;21;kepulauan anambas
2171;21;batam
2172;21;tanjung pinang
3101;31;kepulauan seribu
3171;31;jakarta selatan
3172;31;jakarta timur
3173;31;jakarta pusat
3174;31;jakarta barat
3175;31;jakarta utara
3201;32;bogor
3202;32;sukabumi
3203;32;cianjur
3204;32;bandung
3205;32;garut
3206;32;tasikmalaya
3207;32;ciamis
3208;32;kuningan
3209;32;cirebon
3210;32;majalengka
3211;32;sumedang
3212;32;indramayu
3213;32;subang
3214;32;purwakarta
3215;32;karawang
3216;32;bekasi
3217;32;bandung barat
3218;32;pangandaran
3271;32;bogor
3272;32;sukabumi
3273;32;bandung
3274;32;cirebon
3275;32;bekasi
3276;32;depok
3277;32;cimahi
3278;32;tasikmalaya
3279;32;banjar
3301;33;cilacap
3302;33;banyumas
3303;33;purbalingga
3304;33;banjarnegara
3305;33;kebumen
3306;33;purworejo
3307;33;wonosobo
3308;33;magelang
3309;33;boyolali
3310;33;klaten
3311;33;sukoharjo
3312;33;wonogiri
3313;33;karanganyar
3314;33;sragen
3315;33;grobogan
3316;33;blora
