1107;11;aceh barat;0
1112;11;aceh barat daya;0
1108;11;aceh besar;0
1116;11;aceh jaya;0
1103;11;aceh selatan;0
1102;11;aceh singkil;0
1114;11;aceh tamiang;0
1106;11;aceh tengah;0
1104;11;aceh tenggara;0
1105;11;aceh timur;0
1111;11;aceh utara;0
1307;13;agam;0
5307;53;alor;0
8171;81;ambon;0
1208;12;asahan;0
9415;94;asmat;0
5103;51;badung;0
6311;63;balangan;0
6471;64;balikpapan;0
1171;11;banda aceh;0
1871;18;bandar lampung;0
3204;32;bandung;1
3273;32;bandung;1
3217;32;bandung barat;0
7202;72;banggai;0
7201;72;banggai kepulauan;0
7211;72;banggai laut;0
1901;19;bangka;0
1903;19;bangka barat;0
1905;19;bangka selatan;0
1904;19;bangka tengah;0
3526;35;bangkalan;0
5106;51;bangli;0
3279;32;banjar;1
6303;63;banjar;1
6372;63;banjar baru;0
6371;63;banjarmasin;0
3304;33;banjarnegara;0
7303;73;bantaeng;0
3402;34;bantul;0
1607;16;banyu asin;0
3302;33;banyumas;0
3510;35;banyuwangi;0
6304;63;barito kuala;0
6204;62;barito selatan;0
6212;62;barito timur;0
6205;62;barito utara;0
7310;73;barru;0
2171;21;batam;0
3325;33;batang;0
1504;15;batang hari;0
3579;35;batu;0
1219;12;batu bara;0
7472;74;baubau;0
3216;32;bekasi;1
3275;32;bekasi;1
1902;19;belitung;0
1906;19;belitung timur;0
5306;53;belu;0
1117;11;bener meriah;0
1408;14;bengkalis;0
6102;61;bengkayang;0
1771;17;bengkulu;0
1701;17;bengkulu selatan;0
1709;17;bengkulu tengah;0
1703;17;bengkulu utara;0
6405;64;berau;0
9409;94;biak numfor;0
5206;52;bima;0
5272;52;bima;0
1276;12;binjai;0
2102;21;bintan;0
1110;11;bireuen;0
7172;71;bitung;0
3505;35;blitar;1
3572;35;blitar;1
3316;33;blora;0
7501;75;boalemo;0
3201;32;bogor;1
3271;32;bogor;1
3522;35;bojonegoro;0
7101;71;bolaang mongondow;0
7110;71;bolaang mongondow selatan;0
7111;71;bolaang mongondow timur;0
7107;71;bolaang mongondow utara;0
7406;74;bombana;0
3511;35;bondowoso;0
7311;73;bone;0
7504;75;bone bolango;0
6474;64;bontang;0
9413;94;boven digoel;0
3309;33;boyolali;0
3329;33;brebes;0
1375;13;bukittinggi;0
5108;51;buleleng;0
7302;73;bulukumba;0
6502;65;bulungan;0
1509;15;bungo;0
7207;72;buol;0
8104;81;buru;0
8109;81;buru selatan;0
7401;74;buton;0
7415;74;buton selatan;0
7414;74;buton tengah;0
7409;74;buton utara;0
3207;32;ciamis;0
3203;32;cianjur;0
3301;33;cilacap;0
3672;36;cilegon;0
3277;32;cimahi;0
3209;32;cirebon;0
3274;32;cirebon;0
1210;12;dairi;0
9436;94;deiyai;0
1212;12;deli serdang;0
3321;33;demak;0
5171;51;denpasar;0
3276;32;depok;0
1311;13;dharmasraya;0
9434;94;dogiyai;0
5205;52;dompu;0
7205;72;donggala;0
1473;14;dumai;0
1611;16;empat lawang;0
5311;53;ende;0
7316;73;enrekang;0
9101;91;fakfak;0
5309;53;flores timur;0
3205;32;garut;0
1113;11;gayo lues;0
5104;51;gianyar;0
7502;75;gorontalo;0
7571;75;gorontalo;0
7505;75;gorontalo utara;0
7306;73;gowa;0
3525;35;gresik;0
3315;33;grobogan;0
3403;34;gunung kidul;0
6211;62;gunung mas;0
1278;12;gunungsitoli;0
8201;82;halmahera barat;0
8204;82;halmahera selatan;0
8202;82;halmahera tengah;0
8206;82;halmahera timur;0
8205;82;halmahera utara;0
6306;63;hulu sungai selatan;0
6307;63;hulu sungai tengah;0
6308;63;hulu sungai utara;0
1215;12;humbang hasundutan;0
1403;14;indragiri hilir;0
1402;14;indragiri hulu;0
3212;32;indramayu;0
9435;94;intan jaya;0
3174;31;jakarta barat;0
3173;31;jakarta pusat;0
3171;31;jakarta selatan;0
3172;31;jakarta timur;0
3175;31;jakarta utara;0
1571;15;jambi;0
9403;94;jayapura;1
9471;94;jayapura;1
9402;94;jayawijaya;0
3509;35;jember;0
5101;51;jembrana;0
7304;73;jeneponto;0
3320;33;jepara;0
3517;35;jombang;0
9102;91;kaimana;0
1406;14;kampar;0
6203;62;kapuas;0
6108;61;kapuas hulu;0
5107;51;karang asem;0
3313;33;karanganyar;0
3215;32;karawang;0
2101;21;karimun;0
1211;12;karo;0
6209;62;katingan;0
1704;17;kaur;0
6111;61;kayong utara;0
3305;33;kebumen;0
3506;35;kediri;1
3571;35;kediri;1
9420;94;keerom;0
3324;33;kendal;0
7471;74;kendari;0
1708;17;kepahiang;0
2105;21;kepulauan anambas;0
8105;81;kepulauan aru;0
1301;13;kepulauan mentawai;0
1410;14;kepulauan meranti;0
7103;71;kepulauan sangihe;0
7301;73;kepulauan selayar;0
3101;31;kepulauan seribu;0
8203;82;kepulauan sula;0
7104;71;kepulauan talaud;0
9408;94;kepulauan yapen;0
1501;15;kerinci;0
6106;61;ketapang;0
3310;33;klaten;0
5105;51;klungkung;0
7404;74;kolaka;0
7411;74;kolaka timur;0
7408;74;kolaka utara;0
7403;74;konawe;0
7412;74;konawe kepulauan;0
7405;74;konawe selatan;0
7410;74;konawe utara;0
6302;63;kota baru;0
1401;14;kuantan singingi;0
6112;61;kubu raya;0
3319;33;kudus;0
3401;34;kulon progo;0
3208;32;kuningan;0
5303;53;kupang;1
5371;53;kupang;1
6402;64;kutai barat;0
6403;64;kutai kartanegara;0
6404;64;kutai timur;0
1207;12;labuhan batu;0
1222;12;labuhan batu selatan;0
1223;12;labuhan batu utara;0
1604;16;lahat;0
6207;62;lamandau;0
3524;35;lamongan;0
1801;18;lampung barat;0
1803;18;lampung selatan;0
1805;18;lampung tengah;0
1804;18;lampung timur;0
1806;18;lampung utara;0
6103;61;landak;0
1213;12;langkat;0
1173;11;langsa;0
9430;94;lanny jaya;0
3602;36;lebak;0
1707;17;lebong;0
5308;53;lembata;0
1174;11;lhokseumawe;0
1308;13;lima puluh;0
2104;21;lingga;0
5201;52;lombok barat;0
5202;52;lombok tengah;0
5203;52;lombok timur;0
5208;52;lombok utara;0
1674;16;lubuklinggau;0
3508;35;lumajang;0
